MAG,Spearman_corr,p_value
MAG046,0.7399956641006085,0.009221845013583816
MAG013,0.7397349472667843,0.009259705822555763
MAG213,0.7341661937191061,0.01009571188282256
MAG017,0.721125263058815,0.012266430132143957
MAG012,0.6699486314868991,0.024107749436932252
MAG171,0.6648398544653904,0.02561868235234113
MAG005,0.6605782590758164,0.02692931058670515
MAG009,0.6578891865794587,0.027780260070799825
MAG032,0.6542997081675249,0.028945449051063214
MAG201,0.6514035610330966,0.029910319893321293
MAG191,0.6513389472789295,0.029932100738341457
MAG008,0.642228862990377,0.033116013805349245
MAG003,0.6067798762169179,0.04776605011030356
MAG184,0.5720775535473553,0.0659200550448312
MAG193,0.5675953683430672,0.06856079214387784
MAG162,0.5607779642012425,0.07271238197466713
MAG183,0.5504818825631803,0.0792964878717761
MAG149,0.5475201096854596,0.08126152662438561
MAG004,0.5353361248643386,0.08968512015126276
MAG035,0.5321324864777409,0.09199192004348418
MAG182,0.5321324864777409,0.09199192004348418
MAG026,0.5244044240850757,0.09771636613972366
MAG189,0.5148697981926199,0.10509407974819751
MAG001,0.5,0.11730680301423815
MAG178,0.49580054640770804,0.12091401659332833
MAG194,0.48850421045919723,0.1273489682348881
MAG180,0.48625899626414265,0.12937216616511152
MAG215,0.4692495090055514,0.14536428316352717
MAG190,0.4652421051992354,0.14930422965473011
MAG175,0.45766204283788436,0.1569378290244707
MAG173,0.4385927910529725,0.17719739134522708
MAG192,0.4385927910529725,0.17719739134522708
MAG186,0.4290581651605165,0.18789757217207817
MAG177,0.4290581651605165,0.18789757217207817
MAG212,0.40476063152333486,0.21689519281718045
MAG187,0.3853373177942262,0.2418655614778927
MAG181,0.3814985262633731,0.24698852548956315
MAG207,0.36406792573015073,0.27102631180224923
MAG045,0.30000000000000004,0.37008312228206786
MAG211,0.2428839825773388,0.4717486605035516
MAG214,0.23234684426488467,0.4917654140586254
MAG221,0.2292279532375023,0.4977608990986847
MAG165,0.20000000000000004,0.5554454421055854
MAG163,0.20000000000000004,0.5554454421055854
MAG167,0.20000000000000004,0.5554454421055854
MAG148,0.20000000000000004,0.5554454421055854
MAG146,0.20000000000000004,0.5554454421055854
MAG152,0.20000000000000004,0.5554454421055854
MAG153,0.20000000000000004,0.5554454421055854
MAG145,0.20000000000000004,0.5554454421055854
MAG168,0.20000000000000004,0.5554454421055854
MAG136,0.20000000000000004,0.5554454421055854
MAG137,0.20000000000000004,0.5554454421055854
MAG138,0.20000000000000004,0.5554454421055854
MAG139,0.20000000000000004,0.5554454421055854
MAG157,0.20000000000000004,0.5554454421055854
MAG141,0.20000000000000004,0.5554454421055854
MAG142,0.20000000000000004,0.5554454421055854
MAG156,0.20000000000000004,0.5554454421055854
MAG143,0.20000000000000004,0.5554454421055854
MAG144,0.20000000000000004,0.5554454421055854
MAG135,0.20000000000000004,0.5554454421055854
MAG208,0.20000000000000004,0.5554454421055854
MAG172,0.20000000000000004,0.5554454421055854
MAG198,0.20000000000000004,0.5554454421055854
MAG224,0.20000000000000004,0.5554454421055854
MAG223,0.20000000000000004,0.5554454421055854
MAG220,0.20000000000000004,0.5554454421055854
MAG209,0.20000000000000004,0.5554454421055854
MAG206,0.20000000000000004,0.5554454421055854
MAG203,0.20000000000000004,0.5554454421055854
MAG202,0.20000000000000004,0.5554454421055854
MAG200,0.20000000000000004,0.5554454421055854
MAG199,0.20000000000000004,0.5554454421055854
MAG161,0.20000000000000004,0.5554454421055854
MAG196,0.20000000000000004,0.5554454421055854
MAG195,0.20000000000000004,0.5554454421055854
MAG160,0.20000000000000004,0.5554454421055854
MAG166,0.1684677260570645,0.6204854970733249
MAG222,0.15793849317849798,0.6427888917022613
MAG210,0.11582156166423187,0.7345211280698183
MAG188,0.09476309590709878,0.781667607355141
MAG229,0.07370463014996573,0.8294833207213924
MAG226,0.06741998624632421,0.8438617228056743
MAG238,0.06363636363636364,0.8525390725425217
MAG185,0.04046851288050203,0.9059606246927738
MAG227,-0.011562432251572007,0.9730844342240144
MAG228,-0.011562432251572007,0.9730844342240144
MAG235,-0.050114025233602574,0.8836652681267614
MAG179,-0.10000000000000002,0.7698749998921366
MAG233,-0.11631052629980886,0.733435494001722
MAG216,-0.1272727272727273,0.7092146257733047
MAG111,-0.12887721524511853,0.705689147131491
MAG176,-0.18952619181419755,0.5767432160586632
MAG100,-0.2047065262876636,0.5459793742526837
MAG127,-0.26967994498529685,0.42257162813419624
MAG218,-0.3236159339823562,0.3316486672898505
MAG240,-0.4000000000000001,0.22286835013351997
MAG132,-0.40451991747794525,0.21719492230471593
MAG059,-0.40451991747794525,0.21719492230471593
MAG116,-0.41818181818181827,0.20057021703405067
MAG081,-0.42780999330816427,0.1893265954899813
MAG230,-0.43636363636363645,0.17966487658001123
MAG174,-0.44545454545454555,0.16973260492681172
MAG076,-0.5,0.11730680301423815
MAG077,-0.5,0.11730680301423815
MAG078,-0.5,0.11730680301423815
MAG079,-0.5,0.11730680301423815
MAG080,-0.5,0.11730680301423815
MAG133,-0.5,0.11730680301423815
MAG082,-0.5,0.11730680301423815
MAG073,-0.5,0.11730680301423815
MAG083,-0.5,0.11730680301423815
MAG084,-0.5,0.11730680301423815
MAG086,-0.5,0.11730680301423815
MAG088,-0.5,0.11730680301423815
MAG075,-0.5,0.11730680301423815
MAG070,-0.5,0.11730680301423815
MAG072,-0.5,0.11730680301423815
MAG090,-0.5,0.11730680301423815
MAG069,-0.5,0.11730680301423815
MAG065,-0.5,0.11730680301423815
MAG064,-0.5,0.11730680301423815
MAG063,-0.5,0.11730680301423815
MAG062,-0.5,0.11730680301423815
MAG061,-0.5,0.11730680301423815
MAG060,-0.5,0.11730680301423815
MAG058,-0.5,0.11730680301423815
MAG057,-0.5,0.11730680301423815
MAG056,-0.5,0.11730680301423815
MAG055,-0.5,0.11730680301423815
MAG089,-0.5,0.11730680301423815
MAG085,-0.5,0.11730680301423815
MAG091,-0.5,0.11730680301423815
MAG105,-0.5,0.11730680301423815
MAG131,-0.5,0.11730680301423815
MAG129,-0.5,0.11730680301423815
MAG124,-0.5,0.11730680301423815
MAG122,-0.5,0.11730680301423815
MAG114,-0.5,0.11730680301423815
MAG112,-0.5,0.11730680301423815
MAG092,-0.5,0.11730680301423815
MAG109,-0.5,0.11730680301423815
MAG108,-0.5,0.11730680301423815
MAG107,-0.5,0.11730680301423815
MAG106,-0.5,0.11730680301423815
MAG119,-0.5,0.11730680301423815
MAG104,-0.5,0.11730680301423815
MAG094,-0.5,0.11730680301423815
MAG103,-0.5,0.11730680301423815
MAG099,-0.5,0.11730680301423815
MAG097,-0.5,0.11730680301423815
MAG093,-0.5,0.11730680301423815
MAG236,-0.5607779642012425,0.07271238197466713
MAG231,-0.5607779642012425,0.07271238197466713
MAG234,-0.5839028287043864,0.0592846509520366
MAG239,-0.5954652609559584,0.05325049186092278
MAG237,-0.5954652609559584,0.05325049186092278
MAG110,-0.6067798762169179,0.04776605011030356
MAG125,-0.6388199347945468,0.034366066963932004
MAG113,-0.6607158652139772,0.026886266726799807
MAG087,-0.6741998624632421,0.02289949455176825
MAG130,-0.6741998624632421,0.02289949455176825
MAG068,-0.6844001371068246,0.02017673279889276
MAG096,-0.7342144479748226,0.010088240618613284
MAG123,-0.7515580963521804,0.007653342006891018
MAG232,-0.7545454545454545,0.00728204100842914
MAG071,-0.7862453931068967,0.004107170978877596
MAG102,-0.7862453931068967,0.004107170978877596
MAG067,-0.8318093974067561,0.0014980328812694039
MAG095,-0.8528678631638891,0.0008472393944939832
MAG074,-0.8528678631638891,0.0008472393944939832
MAG066,-0.8528678631638891,0.0008472393944939832
MAG098,-0.8528678631638891,0.0008472393944939832
MAG115,-0.8528678631638891,0.0008472393944939832
MAG101,-0.8633970960424556,0.0006163160723566311
MAG117,,
MAG118,,
MAG120,,
MAG121,,
MAG126,,
MAG128,,
MAG225,,
